ID,Name,Proponent,Project Type,AFOLU Activities,Methodology,Status,Country/Area,Estimated Annual Emission Reductions,Region,Project Registration Date,Crediting Period Start Date,Crediting Period End Date
1530,Grouped Project for Commercial Forest Plantations Initiatives in the Department of Vichada,Multiple Proponents,Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Registered,Colombia,"39,506",Latin America,2020-04-06,2011-08-01,2041-07-31
1529,Inner Mongolia Chao’er Improved Forest Management Project,Chaoer Forest Bureau of Inner Mongolia Autonomous Region,Agriculture Forestry and Other Land Use,IFM,VM0010,Registered,China,"90,035",Asia,2020-04-06,2010-01-01,2029-12-31
1020,Solar Power Plant of 15MW in Gujarat by Palace Solar Energy Private Limited,Palace Solar Energy Private Limited.,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,"23,072",Asia,2020-04-06,,
1115,JARI/AMAPÁ REDD+ PROJECT,Multiple Proponents,Agriculture Forestry and Other Land Use,REDD,VM0015,Registered,Brazil,"115,009",Latin America,2020-04-06,2011-02-14,2041-02-13
1525,Wind power project at Jaibhim by SIIL,Serum Institute of India Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,"52,898",Asia,2020-04-06,,
594,"TIST Program in Kenya, VCS 001",Clean Air Action Corporation,Agriculture Forestry and Other Land Use,ARR,AR-ACM0001,Registered,Kenya,"14,701",Africa,2011-04-12,2004-01-01,2033-12-31
595,"TIST Program in Kenya, VCS 002",Clean Air Action Corporation,Agriculture Forestry and Other Land Use,ARR,AR-AMS0001,Registered,Kenya,"13,663",Africa,2011-04-12,2004-01-01,2033-12-31
596,"TIST Program in Kenya, VCS 003",Clean Air Action Corporation,Agriculture Forestry and Other Land Use,ARR,AR-ACM0001,Registered,Kenya,"14,482",Africa,2011-04-12,2004-01-01,2033-12-31
597,"TIST Program in Kenya, VCS 004",Clean Air Action Corporation,Agriculture Forestry and Other Land Use,ARR,AR-AMS0001,Registered,Kenya,"13,790",Africa,2011-04-12,2004-01-01,2033-12-31
1523,"Wind Based Power Generation by Panama Wind Energy Godawari Private Limited, Pune in the State of Maharashtra, India",Panama Wind Energy Godawari Private Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,"136,936",Asia,2020-04-06,,
1521,Wind Based Power Generation by Mytrah Energy (India) Limited (EKIESL-VCS-January-16-01),JSW NEO ENERGY LIMITED,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,"479,448",Asia,2020-04-06,,
1522,Soubre Hydropower Project,CI-ENERGIES,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Cote D'Ivoire,"607,720",Africa,2016-12-02,2017-05-25,2027-05-24
173,Vishnuprayag Hydro-electric Project (VHEP) by Jaiprakash Power Ventures Ltd.(JPVL),Jaiprakash Power Ventures Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,"1,468,106",Asia,2020-04-06,,
1520,"Wind Project in Maharashtra, India by Kayathar and Jath",M/s NSL Wind Power Company (Kayathar) Pvt. Ltd.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,"118,598",Asia,2020-04-06,,
910,"Wind energy project in Samana, Gujarat and Saundatti, Karnataka",Apraava Renewable Energy Private Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,"105,736",Asia,2020-04-06,2020-06-23,2030-06-22
1324,Lighting up Africa,Standard Bank Plc,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,South Africa,"38,883",Africa,2020-04-06,,
144,"Capacity Upgrade of Gunung Salak Geothermal Power Plant Project, Indonesia",PT Indonesia Power,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Indonesia,"104,620",Asia,2020-04-06,,
82,Wastewater Treatment with Biogas Production (UASB) and Heat Utilization at General Starch Co Ltd.,Papop Renewable Company Limited,Waste handling and disposal,,ACM0014,Registered,Thailand,"39,411",Asia,2020-04-06,2020-01-01,2026-12-31
618,"Conversion of SF6 To An Alternative Cover Gas In Magnesium Production In Eaton Rapids, MI and Strathroy, ON",Magnesium Products of America (also denoted as Meridian Magnesium Products of America or MPA),Manufacturing industries,,AM0065,Registered,United States,"196,000",North America,2020-04-06,,
430,Chol Charoen Group Wastewater Treatment with Biogas System I (Cholburi),"Chol Charoen Co., Ltd.",Waste handling and disposal,,AMS-I.C.; AMS-I.D.; AMS-III.H.,Registered,Thailand,"37,292",,2020-04-06,,
1519,"Satara Wind Power Project in Maharashtra, India",NSL Wind Power Company (Satara) Pvt. Ltd.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,"51,335",Asia,2020-04-06,,
1518,"7.5 MW wind power project by Dhanji Developers at Nashik, Maharashtra, India",Zaveri & Company Gujarat LLP,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,"12,120",Asia,2021-06-02,,
1238,AAC Blocks project by Mohit Industries Limited,Big Bloc Construction Limited,Manufacturing industries,,AMS-III.Z,Registered,India,"39,949",Asia,2020-04-06,,
1385,Yaprak Weir and HEPP,AKKOY ENERJI A.S.,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,Turkey,"12,060",Middle East,2020-04-06,,
640,Flathead Electric Cooperative Landfill Gas to Energy Project,Flathead Electric Cooperative,Energy industries (renewable/non-renewable sources); Waste handling and disposal,,AMS-III.G.,Registered,United States,"14,510",North America,2011-06-24,,
1215,The Makira Forest Protected Area in Madagascar,The Wildlife Conservation Society (WCS),Agriculture Forestry and Other Land Use,REDD,VM0007,Registered,Madagascar,"1,267,231",Africa,2020-04-06,2005-01-01,2034-12-31
673,Natural High Forest Rehabilitation Project on degraded land of Kibale National Park,PRIMAKLIMA e.V.,Agriculture Forestry and Other Land Use,ARR,AR-ACM0001,Registered,Uganda,"74,181",Africa,2020-04-06,2009-01-01,2068-12-31
1175,"AVOIDING PLANNED DEFORESTATION AND DEGRADATION IN THE VALDIVIAN COASTAL RESERVE, CHILE",The Nature Conservancy,Agriculture Forestry and Other Land Use,REDD,VM0007,Registered,Chile,"58,154",Latin America,2020-04-06,,
612,The Kasigau Corridor REDD Project - Phase II The Community Ranches,Wildlife Works Carbon LLC,Agriculture Forestry and Other Land Use,REDD,VM0009,Registered,Kenya,"1,461,479",Africa,2020-06-04,2010-01-01,2039-12-31
1386,Recast Energy Louisville Fuel Switch from Coal to Biomass for Thermal Energy,"RECAST ENERGY LOUISVILLE, LLC 2",Energy industries (renewable/non-renewable sources),,AMS-I.C.,Registered,United States,"53,610",North America,2014-12-08,,
1403,"The Paraguay Forest Conservation Project – Reduction of GHG Emissions from Deforestation and Forest Degradation in the Parana Atlantic Ecosystem – Forest Protection in the La Amistad Community, San Rafael",Swire Pacific Offshore Operations (Pte) Ltd. (SPO),Agriculture Forestry and Other Land Use,REDD,VM0007,Registered,Paraguay,"1,265",Latin America,2020-04-06,2010-10-31,2030-10-30
697,Hebei Kangbao Sanxiatian Wind Farm Project,"Hebei Construction Investment New Energy Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,"124,846",Asia,2020-04-06,,
736,Guyuan Wuhuaping 49.5 MW Wind Power Project,Construction Investment Yanshan (Guyuan) Wind Energy,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,"117,322",Asia,2020-04-06,,
892,Hebei Chengde Weichang Yudaokou Pasture 150MW Wind Farm Project,"Hebei Construction Investment New Energy Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,"258,571",Asia,2020-04-06,,
814,Hebei Yuxian Second Phase 49.5MW Wind Power Project,"Hebei Construction Investment Yuzhou Wind Energy Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,"111,243",Asia,2020-04-06,,
807,Hebei Chongli County Qingsanying Second Phase 49.3MW Wind Power Project,"Chongli Construction Investment Huashi Wind Energy Co., Ltd",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,"108,101",Asia,2020-04-06,,
808,Yuxian Baiyantuo 49.3 MW Wind Power Project,"Hebei Construction Investment Yuzhou Wind Energy Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,"86,587",Asia,2020-04-06,,
413,Hebei Yuxian Kongzhongcaoyuan 49.5MW Wind Farm Project,"Hebei Construction Investment Yuzhou Wind Energy Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,"118,735",Asia,2020-04-06,,
414,Hebei Haixing 49.5MW Wind Farm Project,"Hebei Construction Investment Zhongxing Wind Energy CO., LTD",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,"96,650",Asia,2020-04-06,,
1063,Clean energy generation from wind energy in the state of Rajasthan,Multiple Proponents,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,"33,392",Asia,2020-04-06,,
131,Sol Nascente Ceramic Fuel Switching Project,"Milton A. Salzedas Panorama - ""ME”",Energy industries (renewable/non-renewable sources),,AMS-I.E.,Registered,Brazil,"10,411",Latin America,2020-04-06,,
1319,Small-Scale Hydropower Project Sahanivotry In Madagascar.,Hydelec Madagascar,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Madagascar,"46,490",Africa,2020-04-06,2018-10-01,2028-09-30
1076,Manaus Landfill Gas Project,Multiple Proponents,Waste handling and disposal,,ACM0001,Registered,Brazil,"125,817",Latin America,2020-04-06,2018-03-01,2025-02-28
1503,RESEX Rio Preto-Jacundá REDD+ Project,Multiple Proponents,Agriculture Forestry and Other Land Use,REDD,VM0015,Registered,Brazil,"151,801",Latin America,2016-06-14,2012-10-01,2042-09-30
1334,Yunnan Tengzhong New Energy Technology Co. Ltd. Biomass Heating System Retrofitting and Biomass Collection Station Project,Yunnan Tengzhong New Energy Technology Co. Ltd.,Energy industries (renewable/non-renewable sources),,AMS-I.C.,Registered,China,"1,678",Asia,2020-04-06,2019-07-01,2026-06-30
1056,CECIC Zhangbei Gaojialiang Wind farm Project.,"CECIC Wind Power (Zhangbei) Yunwei Co., Ltd",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,"89,366",Asia,2020-04-06,,
963,The Purus Project,Multiple Proponents,Agriculture Forestry and Other Land Use,REDD,VM0007,Registered,Brazil,"89,868",Latin America,2020-06-04,2011-05-23,2041-05-22
1500,Reis Enerji Grouped HEPP Project,Reis Rs Enerji Elektrik Üretim Sanayi ve Ticaret A.Ş.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Turkey,"16,518",Middle East,2015-12-28,2016-04-29,2026-04-28
832,Cikel Brazilian Amazon REDD APD Project   Avoiding Planned Deforestation,CBNS NEGÓCIOS FLORESTAIS S/A,Agriculture Forestry and Other Land Use,REDD,VM0007,Registered,Brazil,"370,000",Latin America,2020-04-06,2007-07-19,2027-07-18
1201,Gola REDD project,Gola Rainforest Conservation LG,Agriculture Forestry and Other Land Use,REDD,VM0007,Registered,Sierra Leone,"498,667",Africa,2015-04-11,2012-08-01,2042-07-31
1414,Sustainable Climate-Friendly Coffee (CO2 Coffee),Multiple Proponents,Agriculture Forestry and Other Land Use,ARR,AR-AM0007,Registered,Mexico,"4,337",Latin America,2020-04-06,2013-06-13,2043-06-12
818,Protection of the Bolivian Amazon Forest,Fermin Aldabe,Agriculture Forestry and Other Land Use,REDD,VM0007,Registered,Bolivia,"5,885",Latin America,2020-04-06,2011-10-20,2041-10-19
953,The Paraguay Forest Conservation Project - Reduction of GHG emissions from deforestation and forest degradation in the Chaco-Pantanal ecosystem,Swire Pacific Offshore Operations (Pte) Ltd. (SPO),Agriculture Forestry and Other Land Use,REDD,VM0007,Registered,Paraguay,"12,784",Latin America,2020-04-06,2011-02-25,2031-02-24
948,CEMEX USA: ALTERNATIVE FUELS AND BIOMASS PROJECT AT LOUISVILLE CEMENT PLANT,Kosmos Cement Company,Manufacturing industries,,ACM0003,Registered,United States,"294,605",North America,2020-04-06,,
984,CEMEX USA: BIOMASS PROJECT AT MIAMI CEMENT PLANT,CEMEX Construction Materials of Florida,Manufacturing industries,,ACM0003,Registered,United States,"73,035",North America,2020-04-06,,
632,JR Dairy Farm Project,J.R. Dairy,"Livestock, enteric fermentation, and manure management",,AMS-III.Y,Registered,United States,"5,794",North America,2020-04-06,,
1017,CEMEX USA: ALTERNATIVE FUELS AND BIOMASS PROJECT AT DEMOPOLIS CEMENT PLANT,CEMEX Southeast LLC,Energy distribution,,AMS-III.AS.,Registered,United States,"29,255",North America,2020-04-06,2017-01-01,2026-12-31
989,CEMEX USA: Alternative fuels and biomass project at Brooksville South cement plant,CEMEX Construction Materials of Florida,Energy distribution,,AMS-III.AS.,Registered,United States,"54,101",North America,2020-04-06,2015-01-01,2024-12-31
775,Northeast Farm Separation Project – Phase 1,"Mercer Vu Farms, Inc.",Waste handling and disposal,,AMS-III.Y,Registered,United States,"7,239",North America,2020-04-06,,
833,Winchester Landfill Gas Project,County of Frederick Public Works Department,Waste handling and disposal,,ACM0001,Registered,United States,"35,318",North America,2020-04-06,2018-09-30,2028-09-29
834,FULTON COUNTY MUD ROAD LANDFILL CARBON OFFSET PROJECT,Fulton County Department of Solid Waste,Waste handling and disposal,,ACM0001,Registered,United States,"36,572",North America,2020-04-06,2020-06-04,2030-06-03
686,FC Landfill Energy Facility,FC Landfill Energy LLC,Waste handling and disposal,,ACM0001,Registered,United States,"53,528",North America,2020-04-06,,
642,West Star North Dairy,West Star North Dairy,"Livestock, enteric fermentation, and manure management",,AMS-III.Y,Registered,United States,"10,341",North America,2020-04-06,,
726,"Lamas III-IV 37.3 MW Hydroelectric Power Plant Project, Turkey",TGT Enerji Üretim ve Tic. A.Ş.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Turkey,"69,372",Middle East,2020-04-06,2019-06-05,2029-06-04
1297,Eren 37 MW Hydroelectric Power Plant,IRMAK Enerji. Üretim San. ve Tic. Ltd. Sti.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Turkey,"73,787",Middle East,2020-04-06,2014-12-04,2024-12-03
1318,Livelihoods' mangrove restoration grouped project in Senegal,Livelihoods Fund SICAV SIF,Agriculture Forestry and Other Land Use,ARR,AR-AM0014,Registered,Senegal,"30,000",Africa,2020-04-06,2009-07-31,2039-07-30
1493,"Mangrove restoration and coastal greenbelt protection in the East coast of Aceh and North Sumatra Province, Indonesia",Livelihoods Fund SICAV SIF,Agriculture Forestry and Other Land Use,ARR,AR-AM0014,Registered,Indonesia,"124,706",Asia,2020-04-06,2011-06-14,2031-06-13
1294,"Electric Power Generation from Renewable Sources - Barra da Paciência, Ninho da Águia, Corrente Grande, Paiol, São Gonçalo and Várzea Alegre Small Hydropower Plants",CPFL Energias Renováveis S.A.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Brazil,"79,670",Latin America,2020-04-06,2018-01-03,2025-01-02
438,"Grouped Hydropower Plants in Chongqing, Yunnan,Sichuan and Guizhou Provinces, P.R. China",Multiple Proponents,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,China,"369,699",Asia,2012-12-19,2016-04-01,2026-03-31
33,Kitambar Switching Fuel Project,Multiple Proponents,Energy industries (renewable/non-renewable sources),,AMS-I.E.,Registered,Brazil,"35,588",Latin America,2020-04-06,2017-01-01,2026-12-31
1126,Jilin Liaoyuan 50MW Level Biomass Cogeneration Project,"National Bio Energy Co., Ltd",Energy industries (renewable/non-renewable sources),,ACM0006,Registered,China,"190,139",Asia,2020-04-06,,
1486,10.9 MW Bundled Solar Power Project,Infinite Solutions,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,"17,567",Asia,2020-04-06,,
1342,"AAC Block/Panel Manufacturing unit at Krishna, Andhra Pradesh",Multiple Proponents,Manufacturing industries,,AMS-III.Z,Registered,India,"56,107",Asia,2015-09-15,,
674,Rimba Raya Biodiversity Reserve Project,InfiniteEARTH,Agriculture Forestry and Other Land Use,REDD,VM0004,Registered,Indonesia,"3,527,171",Oceania,2020-04-06,2009-07-01,2039-06-30
1206,Montanitas Hydroelectric Project,Celsia Colombia S.A. E.S.P.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Colombia,"55,851",,2020-04-06,2022-06-16,2032-06-15
897,Exploitation of the biogas from Controlled Landfill in Solid Waste Management Central – CTRS / BR.040,Multiple Proponents,Waste handling and disposal,,ACM0001,Registered,Brazil,"134,160",Latin America,2020-04-06,,
1423,"Teesta Low Dam Project, Stage-IV",NHPC Ltd,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,"696,816",Asia,2016-03-17,2016-02-14,2026-02-13
1424,Uri II Hydroelectric Project,NHPC Ltd,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,"1,048,427",Asia,2016-03-17,,
1425,Parbati Hydroelectric Project Stage III,NHPC Ltd,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,"708,572",Asia,2016-03-17,,
929,Energy Efficiency and Solid Waste Diversion Activities within the Quebec Sustainable Community,Will Solutions Inc,Energy demand; Waste handling and disposal,,VM0018,Registered,Canada,"2,285,200",North America,2013-07-11,2010-01-01,2029-12-31
1387,"Biomass Based Co generation Project in Paper Mill at Village Rupana, Punjab, India",Satia Industries Limited,Energy industries (renewable/non-renewable sources),,ACM0006,Registered,India,"86,282",,2020-04-06,,
